period_key,plant_key,bu_key,product_group,product_key,account_key,value,version_key,profitcenter_key,costcenter_key,tags
2019-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,173490.96607533016,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,257690.03630222002,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,233625.56327364792,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,197088.77139768246,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,906940.8626613003,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,603602.1832932513,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1407474.8526761492,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1149541.606883914,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,857480.1022424345,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,899606.8094148044,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,984542.4074987785,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,424813.4386434326,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,446350.7710944783,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,290715.702977425,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,360760.0804232945,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,471455.4296941879,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,937253.4797255244,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,505587.2915490561,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1288225.3414088492,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,612040.1536001355,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1088650.8221290037,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,873512.0909425362,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,639357.2891914966,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,513943.6536344129,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1285016.1339247879,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1200212.5085439796,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1788243.3633733739,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1719364.2856236987,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1317292.079979754,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1616449.7724245659,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,775299.5018705863,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1364094.46706386,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1145125.5985831718,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1141274.5949258741,Actuals,AnnArbor,Detroit,energyefficient smart
2022-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2335509.285763659,Actuals,AnnArbor,Detroit,energyefficient smart
2022-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1889638.6111044611,Actuals,AnnArbor,Detroit,energyefficient smart
2022-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,669121.144687635,Actuals,AnnArbor,Detroit,energyefficient smart
2022-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1649374.2143964071,Actuals,AnnArbor,Detroit,energyefficient smart
2022-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3155680.6372737233,Actuals,AnnArbor,Detroit,energyefficient smart
2022-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2914421.140124929,Actuals,AnnArbor,Detroit,energyefficient smart
2022-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2061321.5852900052,Actuals,AnnArbor,Detroit,energyefficient smart
2022-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2001771.7778835306,Actuals,AnnArbor,Detroit,energyefficient smart
2022-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2289015.2619648883,Actuals,AnnArbor,Detroit,energyefficient smart
2023-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3531931.3948169183,Actuals,AnnArbor,Detroit,energyefficient smart
2023-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1948055.1245301238,Actuals,AnnArbor,Detroit,energyefficient smart
2023-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1809539.9520083563,Actuals,AnnArbor,Detroit,energyefficient smart
2023-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,4073878.4538131393,Actuals,AnnArbor,Detroit,energyefficient smart
2023-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3569278.058319828,Actuals,AnnArbor,Detroit,energyefficient smart
2023-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2226665.3361401088,Actuals,AnnArbor,Detroit,energyefficient smart
2023-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2511244.6665271656,Actuals,AnnArbor,Detroit,energyefficient smart
2023-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2032097.9253731074,Actuals,AnnArbor,Detroit,energyefficient smart
2023-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2135594.199017251,Actuals,AnnArbor,Detroit,energyefficient smart
2023-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,4656649.637158687,Actuals,AnnArbor,Detroit,energyefficient smart
2023-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2317920.2895380543,Actuals,AnnArbor,Detroit,energyefficient smart
2023-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,4441757.556139129,Actuals,AnnArbor,Detroit,energyefficient smart
2024-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3884490.1125822775,Actuals,AnnArbor,Detroit,energyefficient smart
2024-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2232926.942921105,Actuals,AnnArbor,Detroit,energyefficient smart
2024-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3307453.1937776715,Actuals,AnnArbor,Detroit,energyefficient smart
2024-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,2187373.36148446,Actuals,AnnArbor,Detroit,energyefficient smart
2024-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,3061114.2695679613,Actuals,AnnArbor,Detroit,energyefficient smart
2024-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_labor,1806536.842920237,Actuals,AnnArbor,Detroit,energyefficient smart
2019-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,279859.06735025137,Actuals,AnnArbor,Detroit,energyefficient smart
2019-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,229245.8510230759,Actuals,AnnArbor,Detroit,energyefficient smart
2019-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,408270.38287738967,Actuals,AnnArbor,Detroit,energyefficient smart
2019-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,393623.9912723936,Actuals,AnnArbor,Detroit,energyefficient smart
2019-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,210305.3345587338,Actuals,AnnArbor,Detroit,energyefficient smart
2019-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,133926.38175747622,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,206419.9727365392,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,196640.7814796141,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,163287.11744548543,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,754186.7076911092,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,448668.3589941234,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1122567.3071023691,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,894192.360275653,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,667047.000197408,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,769858.0416347277,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,843899.8248183243,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,367129.2118767598,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,342341.0007935169,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,240160.35422130942,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,283406.64137962554,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,395415.515003424,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,754910.2700515025,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,419130.43330650806,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1013124.2473411524,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,474609.9866367929,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,842119.7523876575,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,688549.8162333645,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,510583.45227074664,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,417021.6202798297,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,966977.4482547576,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,936932.6762852456,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1439416.330894481,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1265899.6243182658,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1081153.4515929539,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1273709.364266209,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,593649.3050791445,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1039886.5202655962,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,906099.0554349454,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,840454.4518532349,Actuals,AnnArbor,Detroit,energyefficient smart
2022-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1848517.80343503,Actuals,AnnArbor,Detroit,energyefficient smart
2022-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1552749.184307019,Actuals,AnnArbor,Detroit,energyefficient smart
2022-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,497301.6358414824,Actuals,AnnArbor,Detroit,energyefficient smart
2022-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1349107.2767866028,Actuals,AnnArbor,Detroit,energyefficient smart
2022-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2384000.0528374533,Actuals,AnnArbor,Detroit,energyefficient smart
2022-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2225030.0218340815,Actuals,AnnArbor,Detroit,energyefficient smart
2022-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1516252.4866836534,Actuals,AnnArbor,Detroit,energyefficient smart
2022-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1672674.040273417,Actuals,AnnArbor,Detroit,energyefficient smart
2022-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1826035.9261152148,Actuals,AnnArbor,Detroit,energyefficient smart
2023-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2728823.3579820604,Actuals,AnnArbor,Detroit,energyefficient smart
2023-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1531716.838597836,Actuals,AnnArbor,Detroit,energyefficient smart
2023-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1432451.030345345,Actuals,AnnArbor,Detroit,energyefficient smart
2023-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,3345007.089702755,Actuals,AnnArbor,Detroit,energyefficient smart
2023-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2899819.5277252784,Actuals,AnnArbor,Detroit,energyefficient smart
2023-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1790697.6644715695,Actuals,AnnArbor,Detroit,energyefficient smart
2023-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2053158.6101575615,Actuals,AnnArbor,Detroit,energyefficient smart
2023-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1546493.7580254674,Actuals,AnnArbor,Detroit,energyefficient smart
2023-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1700153.5718214265,Actuals,AnnArbor,Detroit,energyefficient smart
2023-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,3634777.7708491413,Actuals,AnnArbor,Detroit,energyefficient smart
2023-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1867813.3753766837,Actuals,AnnArbor,Detroit,energyefficient smart
2023-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,3506359.7421021685,Actuals,AnnArbor,Detroit,energyefficient smart
2024-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,3026159.460310015,Actuals,AnnArbor,Detroit,energyefficient smart
2024-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1847732.8484733358,Actuals,AnnArbor,Detroit,energyefficient smart
2024-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2490691.183802613,Actuals,AnnArbor,Detroit,energyefficient smart
2024-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1717518.4964832934,Actuals,AnnArbor,Detroit,energyefficient smart
2024-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,2477129.795142057,Actuals,AnnArbor,Detroit,energyefficient smart
2024-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_overhead,1413241.4712209618,Actuals,AnnArbor,Detroit,energyefficient smart
2019-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,160047.51723616142,Actuals,AnnArbor,Detroit,energyefficient smart
2019-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,126809.30250960517,Actuals,AnnArbor,Detroit,energyefficient smart
2019-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,220482.5545670346,Actuals,AnnArbor,Detroit,energyefficient smart
2019-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,231350.23885171278,Actuals,AnnArbor,Detroit,energyefficient smart
2019-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,111335.35663544701,Actuals,AnnArbor,Detroit,energyefficient smart
2019-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,74529.33406507049,Actuals,AnnArbor,Detroit,energyefficient smart
2019-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,120113.59554670457,Actuals,AnnArbor,Detroit,energyefficient smart
2019-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,106168.26749873835,Actuals,AnnArbor,Detroit,energyefficient smart
2019-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,90267.97784757992,Actuals,AnnArbor,Detroit,energyefficient smart
2019-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,429296.6912688161,Actuals,AnnArbor,Detroit,energyefficient smart
2019-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,269728.14037887374,Actuals,AnnArbor,Detroit,energyefficient smart
2019-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,685409.314370946,Actuals,AnnArbor,Detroit,energyefficient smart
2020-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,511022.48978229635,Actuals,AnnArbor,Detroit,energyefficient smart
2020-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,391754.879399776,Actuals,AnnArbor,Detroit,energyefficient smart
2020-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,443728.0766691982,Actuals,AnnArbor,Detroit,energyefficient smart
2020-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,467381.6305847411,Actuals,AnnArbor,Detroit,energyefficient smart
2020-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,195610.48799946645,Actuals,AnnArbor,Detroit,energyefficient smart
2020-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,190494.72395717385,Actuals,AnnArbor,Detroit,energyefficient smart
2020-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,137223.48145019406,Actuals,AnnArbor,Detroit,energyefficient smart
2020-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,170066.93346053583,Actuals,AnnArbor,Detroit,energyefficient smart
2020-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,220990.67478168543,Actuals,AnnArbor,Detroit,energyefficient smart
2020-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,417866.3729370602,Actuals,AnnArbor,Detroit,energyefficient smart
2020-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,233807.50086581864,Actuals,AnnArbor,Detroit,energyefficient smart
2020-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,567211.3055364935,Actuals,AnnArbor,Detroit,energyefficient smart
2021-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,270928.9811400491,Actuals,AnnArbor,Detroit,energyefficient smart
2021-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,478612.79263735167,Actuals,AnnArbor,Detroit,energyefficient smart
2021-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,383286.591813059,Actuals,AnnArbor,Detroit,energyefficient smart
2021-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,286237.1989110296,Actuals,AnnArbor,Detroit,energyefficient smart
2021-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,244614.12435808915,Actuals,AnnArbor,Detroit,energyefficient smart
2021-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,533512.8626211869,Actuals,AnnArbor,Detroit,energyefficient smart
2021-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,550178.6057717312,Actuals,AnnArbor,Detroit,energyefficient smart
2021-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,856019.073292986,Actuals,AnnArbor,Detroit,energyefficient smart
2021-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,772080.3036546469,Actuals,AnnArbor,Detroit,energyefficient smart
2021-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,645790.6970486245,Actuals,AnnArbor,Detroit,energyefficient smart
2021-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,737045.9704220787,Actuals,AnnArbor,Detroit,energyefficient smart
2021-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,330893.868809504,Actuals,AnnArbor,Detroit,energyefficient smart
2022-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,587915.1497294292,Actuals,AnnArbor,Detroit,energyefficient smart
2022-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,513507.9458793245,Actuals,AnnArbor,Detroit,energyefficient smart
2022-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,496597.1183335284,Actuals,AnnArbor,Detroit,energyefficient smart
2022-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1010621.120126354,Actuals,AnnArbor,Detroit,energyefficient smart
2022-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,828196.5480129512,Actuals,AnnArbor,Detroit,energyefficient smart
2022-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,282191.31424189714,Actuals,AnnArbor,Detroit,energyefficient smart
2022-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,771025.1223927034,Actuals,AnnArbor,Detroit,energyefficient smart
2022-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1377031.3853533985,Actuals,AnnArbor,Detroit,energyefficient smart
2022-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1387466.76182665,Actuals,AnnArbor,Detroit,energyefficient smart
2022-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,911670.0630020398,Actuals,AnnArbor,Detroit,energyefficient smart
2022-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,914030.0972145676,Actuals,AnnArbor,Detroit,energyefficient smart
2022-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1055540.9052459574,Actuals,AnnArbor,Detroit,energyefficient smart
2023-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1531372.2579855442,Actuals,AnnArbor,Detroit,energyefficient smart
2023-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,879056.1546722144,Actuals,AnnArbor,Detroit,energyefficient smart
2023-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,833381.0530521409,Actuals,AnnArbor,Detroit,energyefficient smart
2023-04-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,2014463.0350617706,Actuals,AnnArbor,Detroit,energyefficient smart
2023-05-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1734873.6307037075,Actuals,AnnArbor,Detroit,energyefficient smart
2023-06-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1086300.09010921,Actuals,AnnArbor,Detroit,energyefficient smart
2023-07-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1137002.9453922661,Actuals,AnnArbor,Detroit,energyefficient smart
2023-08-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,955833.0451840401,Actuals,AnnArbor,Detroit,energyefficient smart
2023-09-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1051936.873048765,Actuals,AnnArbor,Detroit,energyefficient smart
2023-10-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,2028925.3155833983,Actuals,AnnArbor,Detroit,energyefficient smart
2023-11-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1059085.0287752987,Actuals,AnnArbor,Detroit,energyefficient smart
2023-12-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,2022963.9170032984,Actuals,AnnArbor,Detroit,energyefficient smart
2024-01-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1705832.5314382738,Actuals,AnnArbor,Detroit,energyefficient smart
2024-02-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1102129.1784911733,Actuals,AnnArbor,Detroit,energyefficient smart
2024-03-01,Europe,Commercial,Building Automation,EnergyOptimize Software,cogs_other,1382575.3498082696,Actuals,AnnArbor,Detroit,energyefficient smart
