date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2020-12-01,0.9706332683563232,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-12-01,0.9861361980438232,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-12-01,0.9983376860618592,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-12-01,1.0395653247833252,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-12-01,1.0164984464645386,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-12-01,0.924445867538452,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-01-01,1.0517332553863523,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-01-01,0.9512856006622314,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-01-01,1.0314147472381592,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-01-01,1.0749812126159668,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-01-01,0.951523780822754,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-01-01,1.0178862810134888,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-02-01,1.0221779346466064,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-02-01,0.9195141196250916,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-02-01,0.9663712978363036,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-02-01,0.8846471309661865,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-02-01,0.9033876657485962,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-02-01,0.9605097770690918,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-03-01,0.9963895678520204,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-03-01,1.0677130222320557,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-03-01,0.97106671333313,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-03-01,0.9662714600563048,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-03-01,1.003613829612732,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-03-01,0.9640217423439026,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-04-01,0.9783696532249452,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-04-01,0.9107760787010192,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-04-01,0.9767284989356996,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-04-01,1.0762258768081665,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-04-01,0.9238442182540894,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-04-01,0.9305618405342102,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-05-01,1.0051758289337158,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-05-01,0.9058538675308228,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-05-01,0.8879175186157227,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-05-01,1.0228723287582395,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-05-01,1.031402349472046,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-05-01,1.1064748764038086,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-06-01,0.9331567287445068,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-06-01,1.0118683576583862,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-06-01,1.0231554508209229,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-06-01,0.8506798148155212,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-06-01,0.9987609386444092,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-06-01,0.8233001232147217,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-07-01,0.9568517804145812,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-07-01,1.0708638429641724,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-07-01,1.0226430892944336,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-07-01,1.080589771270752,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-07-01,1.0362221002578735,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-07-01,0.9904860854148864,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-08-01,1.011194109916687,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-08-01,1.019071102142334,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-08-01,0.9825489521026612,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-08-01,0.9890830516815186,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-08-01,1.0111112594604492,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-08-01,1.0573463439941406,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-09-01,0.9293361306190492,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-09-01,0.9788570404052734,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-09-01,1.0407660007476809,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-09-01,0.9550873637199402,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-09-01,1.0294427871704102,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-09-01,0.9565644264221193,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-10-01,1.0812731981277466,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-10-01,0.8963688611984253,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-10-01,1.0746897459030151,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-10-01,0.9893276691436768,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-10-01,0.9523569941520692,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-10-01,0.9969128370285034,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-11-01,1.0219180583953855,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-11-01,1.086528182029724,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-11-01,0.989695966243744,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-11-01,1.1329224109649658,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-11-01,1.0361312627792358,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-11-01,0.9849064350128174,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2021-12-01,1.0231398344039917,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2021-12-01,0.986873209476471,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2021-12-01,0.9932959079742432,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2021-12-01,0.9403684735298156,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2021-12-01,1.0383844375610352,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2021-12-01,0.9115116596221924,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-01-01,1.0516520738601685,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-01-01,1.0971471071243286,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-01-01,0.912304937839508,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-01-01,0.9082745909690856,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-01-01,0.9533789157867432,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-01-01,1.0175422430038452,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-02-01,1.0021785497665403,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-02-01,1.0434346199035645,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-02-01,0.9987686276435852,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-02-01,0.9709484577178956,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-02-01,0.937307059764862,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-02-01,0.9745557904243468,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-03-01,0.983391284942627,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-03-01,0.9975861310958862,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-03-01,0.9713718295097352,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-03-01,0.9953296184539796,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-03-01,1.0537697076797483,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-03-01,0.9069618582725524,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-04-01,1.0211710929870603,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-04-01,1.0188982486724854,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-04-01,1.0890394449234009,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-04-01,0.9285898208618164,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-04-01,0.99652898311615,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-04-01,1.046226143836975,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-05-01,0.8856574892997742,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-05-01,1.0349578857421875,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-05-01,1.014541506767273,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-05-01,1.0625251531600952,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-05-01,0.9683984518051147,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-05-01,0.8490801453590393,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-06-01,0.8828092217445374,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-06-01,0.9671170711517334,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-06-01,0.97898131608963,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-06-01,0.9743607044219972,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-06-01,0.9836896061897278,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-06-01,0.942916214466095,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-07-01,0.9409961700439452,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-07-01,1.0214040279388428,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-07-01,1.0091007947921753,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-07-01,0.9760686159133912,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-07-01,1.071467041969299,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-07-01,1.0730743408203125,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-08-01,1.0353143215179443,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-08-01,1.1266566514968872,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-08-01,0.968233048915863,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-08-01,1.011682629585266,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-08-01,1.028825283050537,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-08-01,1.0823956727981567,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-09-01,1.0032117366790771,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-09-01,0.9061521887779236,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-09-01,1.040783405303955,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-09-01,1.0290087461471558,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-09-01,0.9779408574104308,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-09-01,0.9034326076507568,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-10-01,1.0742610692977903,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-10-01,1.042158603668213,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-10-01,1.0796325206756592,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-10-01,0.982639491558075,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-10-01,0.8826042413711548,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-10-01,0.8999726176261902,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-11-01,0.9610570669174194,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-11-01,1.1270391941070557,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-11-01,0.9492706060409546,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-11-01,1.013091802597046,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-11-01,1.135059833526611,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-11-01,0.9851250052452089,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2022-12-01,0.9164628386497498,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2022-12-01,1.0356695652008057,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2022-12-01,1.123024344444275,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2022-12-01,0.996793568134308,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2022-12-01,1.069763422012329,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2022-12-01,1.0344780683517456,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-01-01,0.9452553987503052,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-01-01,1.013826847076416,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-01-01,0.9605079889297484,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-01-01,0.9480947256088256,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-01-01,0.9580382108688354,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-01-01,0.9984340667724608,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-02-01,1.0684260129928589,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-02-01,1.096794366836548,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-02-01,1.1349284648895264,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-02-01,1.0806939601898191,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2023-02-01,0.9874677658081056,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2023-02-01,1.0214177370071411,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2023-03-01,1.0840500593185425,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2023-03-01,1.009171962738037,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2023-03-01,1.0582027435302734,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2023-03-01,1.0475536584854126,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
